"Site.Name","Escape.ID","Operator.at.Time.of.Escape","Escape.Water.Type","Escape.Start.Date","Escape.Start.Time","Escape.End.Time","Escape.Grid.Reference","Escaped.Species","Stage","Age","Average.Weight.Kg.","Initial.Date.of.Escape","Initial.Number.Escaped","Initial.Escape.Reason","Final.Date.of.Escape","Final.Number.Escaped","Final.Number.Recovered","Final.Escape.Reason","Marine.Scotland.Site.ID","Date.Registered","National.Grid.Reference","Local.Authority","Producing.in.Last.3.Years","Site.Address.1","Site.Address.2","Site.Address.3","Site.Post.Code","Site.Contact.Number","Aquaculture.Type","Water.Type","Health.Surveillance","Easting","Northing","MS.Management.Area","Region","Operator","Species","year","month","c2","c3","c4","c5","c6","c7"
"kyles of vuia",2000058,"fjord seafood scotland farming ltd","s","30-Mar-05","10:30",NA,"nb137355","atlantic salmon","grower fish (salmon only)",11,2.2,"31-Mar-05","none","human error - hum","28-Apr-05",0,0,"no actual escape of fish","fs0927","20-Oct-98","nb137355","western isles","yes","miavaig pier","uig","isle of lewis","hs2 9hw","01546 602172","fish","seawater","medium",113700,935500,"6a - loch roag","western isles","the scottish salmon company","atlantic salmon, lumpsucker, wrasse",NA,NA,NA,NA,NA,NA,NA,NA
"kyles of vuia",2000115,"western isles seafoods co. ltd","s","17-Oct-02","1430",NA,"nb137355","atlantic salmon","grower fish (salmon only)",21,3.05018021201413,"19-Oct-02","500","human error - hum",NA,500,0,"human error","fs0927","20-Oct-98","nb137355","western isles","yes","miavaig pier","uig","isle of lewis","hs2 9hw","01546 602172","fish","seawater","medium",113700,935500,"6a - loch roag","western isles","the scottish salmon company","atlantic salmon, lumpsucker, wrasse",NA,NA,NA,NA,NA,NA,NA,NA
"kyles of vuia",2000049,"fjord seafood scotland farming ltd","s","13-Sep-06","14:30",NA,"nb137355","atlantic salmon","grower fish (salmon only)",5,0.35,"13-Sep-06","<100","hole in net - hol","9-Oct-06",100,0,"predator","fs0927","20-Oct-98","nb137355","western isles","yes","miavaig pier","uig","isle of lewis","hs2 9hw","01546 602172","fish","seawater","medium",113700,935500,"6a - loch roag","western isles","the scottish salmon company","lumpsucker, atlantic salmon, wrasse",NA,NA,NA,NA,NA,NA,NA,NA
"kyles of vuia",2000501,"the scottish salmon company","s","4-Dec-19","13:00","4-Dec-19","nb137355","atlantic salmon","grower fish (salmon only)",10,2,"5-Dec-19","0","predator - prd",NA,0,0,NA,"fs0927","20-Oct-98","nb137355","western isles","yes","miavaig pier","uig","isle of lewis","hs2 9hw","01546 602172","fish","seawater","medium",113700,935500,"6a - loch roag","western isles","the scottish salmon company","atlantic salmon, wrasse, lumpsucker",NA,NA,NA,NA,NA,NA,NA,NA
"kyles of vuia",2000174,"fjord seafood scotland farming ltd","s","6-Aug-07",NA,"9-Aug-07","nb137355","atlantic salmon","grower fish (salmon only)",15,4,"9-Aug-07","1000","hole in net - hol","4-Sep-07",1000,0,"hole in net","fs0927","20-Oct-98","nb137355","western isles","yes","miavaig pier","uig","isle of lewis","hs2 9hw","01546 602172","fish","seawater","medium",113700,935500,"6a - loch roag","western isles","the scottish salmon company","lumpsucker, wrasse, atlantic salmon",NA,NA,NA,NA,NA,NA,NA,NA
"laddie wood, loch garry",2000381,"marine harvest (scotland) ltd","f","15-Jul-13","15:30","15-Jul-13","nh221016","atlantic salmon","salmon fresh water stages",4,10,"16-Jul-13","approximately 200","human error - hum","21-Aug-13",200,0,"human error","fs1104","5-Jun-07","nh221016","highland","yes","ardochy","glengarry","inverness-shire","ph35 4hr","01809 511234","fish","freshwater","low",222100,801600,"not in a management area","highland","mowi scotland ltd","atlantic salmon",NA,NA,NA,NA,NA,NA,NA,NA
"lamlash",2000098,"marine harvest (scotland) ltd.","s","30-Sep-03","14:30",NA,"ns044292","atlantic salmon","grower fish (salmon only)",20,4,"30-Sep-03","1","human error - hum","13-Oct-03",1,0,"human error","fs0423","1-Jan-88","ns044292","north ayrshire","yes","kingscross","by brodick","isle of arran","ka27 8rg","01546 602172","fish","seawater","low",204400,629200,"20 - arran","strathclyde","the scottish salmon company","wrasse, lumpsucker, atlantic salmon",NA,NA,NA,NA,NA,NA,NA,NA
"langa isle (east)",2000287,"grieg seafood shetland ltd","s","27-Jul-11",NA,NA,NA,"atlantic salmon","grower fish (salmon only)",28,6.3,"27-Jul-11","0","no actual escape of fish - nes","27-Jul-11",0,0,"no actual escape of fish","fs0433","1-Jan-86","hu376394","shetland","yes","gremista","lerwick","shetland","ze1 0px","01595 741817","fish","seawater","medium",437600,1139400,"3a - sw shetland mainland","shetland","grieg seafood shetland ltd","lumpsucker, atlantic salmon",NA,NA,NA,NA,NA,NA,NA,NA
"leinish",2000048,"kames fish farming ltd","s","10-Aug-06","12:00",NA,"ng203512","rainbow trout","fish weighing more than 5 grams",18,3.1,"14-Aug-06","unknown","predator - prd","19-Sep-06",8859,0,"predator","fs0800","8-Mar-93","ng204511","highland","yes","dunvegan pier","dunvegan","skye","iv55 8wf","01470 521465","fish","seawater","medium",120400,851100,"12b - dunvegan","highland","grieg seafood shetland ltd","wrasse, atlantic salmon, lumpsucker",NA,NA,NA,NA,NA,NA,NA,NA
"leinish",2000472,"grieg seafood shetland ltd","s","3-May-18","13:00","3-May-18",NA,"atlantic salmon","grower fish (salmon only)",14.636690647482,3.05018021201413,"3-May-18","200","transfer pipe failure - trp","1-Jun-18",200,0,"transfer pipe failure","fs0800","8-Mar-93","ng204511","highland","yes","dunvegan pier","dunvegan","skye","iv55 8wf","01470 521465","fish","seawater","medium",120400,851100,"12b - dunvegan","highland","grieg seafood shetland ltd","atlantic salmon, lumpsucker, wrasse",NA,NA,NA,NA,NA,NA,NA,NA
"linga (setterness)",2000449,"grieg seafood shetland ltd","s","15-Dec-16","10:00",NA,"hu466726","atlantic salmon","grower fish (salmon only)",16,5.2,"16-Dec-16","2,000-3,000","human error - hum","29-Dec-16",617,0,"human error","fs1027","1-Nov-01","hu467727","shetland","yes","gremista","lerwick","shetland","ze1 0px","01595 741817","fish","seawater","medium",446700,1172700,"2c - ne shetland mainland","shetland","grieg seafood shetland ltd","lumpsucker, atlantic salmon",NA,NA,NA,NA,NA,NA,NA,NA
"linnhe",2000231,"marine harvest (scotland) ltd","s","19-Jun-09","14:30",NA,NA,"atlantic salmon","grower fish (salmon only)",17,3.7,"19-Jun-09","200-300","hole in net - hol","13-Jul-09",621,0,"hole in net","fs0240","18-May-83","nn013647","highland","yes","east lodge","ardgour","by fort william","ph33 7ah","01855 841281","fish","seawater","high",201300,764700,"15b - linnhe, firth of lorne, sound of mull and loch sunart","highland","mowi scotland ltd","wrasse, lumpsucker, atlantic salmon",NA,NA,NA,NA,NA,NA,NA,NA
"linnhe",2000320,"marine harvest (scotland) ltd","s","30-Mar-01",NA,NA,NA,"atlantic salmon","grower fish (salmon only)",14.636690647482,2.8,NA,"3000","predator - prd",NA,3000,0,"predator","fs0240","18-May-83","nn013647","highland","yes","east lodge","ardgour","by fort william","ph33 7ah","01855 841281","fish","seawater","high",201300,764700,"15b - linnhe, firth of lorne, sound of mull and loch sunart","highland","mowi scotland ltd","atlantic salmon, lumpsucker, wrasse",NA,NA,NA,NA,NA,NA,NA,NA
"linnhe",2000104,"marine harvest (scotland) ltd","s","31-Mar-03","09:00",NA,"nn013647","atlantic salmon","grower fish (salmon only)",14,3.5,"31-Mar-03","unknown","hole in net - hol","24-Apr-03",50,27,"hole in net","fs0240","18-May-83","nn013647","highland","yes","east lodge","ardgour","by fort william","ph33 7ah","01855 841281","fish","seawater","high",201300,764700,"15b - linnhe, firth of lorne, sound of mull and loch sunart","highland","mowi scotland ltd","lumpsucker, atlantic salmon, wrasse",NA,NA,NA,NA,NA,NA,NA,NA
"lippie geo",2000139,"papil salmon farm ltd","s","13-Dec-05",NA,NA,"hu393325","cod","fish weighing more than 5 grams",24,2.7,"22-Dec-06","15,800","predator - prd","22-Dec-06",0,0,"predator","fs0850","27-Mar-95","hu393325","shetland","no","north house","taing burra isle","shetland","n/a","01595 881002","fish","seawater","medium",439300,1132500,"3a - sw shetland mainland","shetland","scottish sea farms ltd","wrasse, atlantic salmon, lumpsucker",NA,NA,NA,NA,NA,NA,NA,NA
"lismore north",2000271,"scottish sea farms ltd","s","5-Nov-10",NA,"5-Nov-10",NA,"atlantic salmon","grower fish (salmon only)",9,1.25,"5-Nov-10","0","no actual escape of fish - nes","7-Jan-11",0,0,"no actual escape of fish","fs0745","10-Jan-92","nm865453","argyll and bute","yes","south shian","connel","oban, argyll","pa37 1sb","07799 608411","fish","seawater","medium",186500,745300,"15b - linnhe, firth of lorne, sound of mull and loch sunart","strathclyde","scottish sea farms ltd","wrasse, atlantic salmon, lumpsucker",NA,NA,NA,NA,NA,NA,NA,NA
"lismore west",2000433,"scottish sea farms ltd","s","3-Nov-14","12:00","3-Nov-14","nm822408","atlantic salmon","grower fish (salmon only)",8,1.5,"15-Jul-15","0","no actual escape of fish - nes","24-Jul-15",0,0,"no actual escape of fish","fs0914","1-Jan-98","nm822408","argyll and bute","yes","port nan ladaig","lismore","lochlinnhe","pa34 5ul","07799 608411","fish","seawater","high",182200,740800,"15b - linnhe, firth of lorne, sound of mull and loch sunart","strathclyde","scottish sea farms ltd","lumpsucker, atlantic salmon, wrasse",NA,NA,NA,NA,NA,NA,NA,NA
"lismore west",2000400,"scottish sea farms ltd","s","25-Nov-13","15:35","25-Nov-13","nm829414","atlantic salmon","grower fish (salmon only)",33,7.8,"26-Nov-13","0","no actual escape of fish - nes","16-Dec-13",0,0,"no actual escape of fish","fs0914","1-Jan-98","nm822408","argyll and bute","yes","port nan ladaig","lismore","lochlinnhe","pa34 5ul","07799 608411","fish","seawater","high",182200,740800,"15b - linnhe, firth of lorne, sound of mull and loch sunart","strathclyde","scottish sea farms ltd","lumpsucker, atlantic salmon, wrasse",NA,NA,NA,NA,NA,NA,NA,NA
"lismore west",2000294,"scottish sea farms ltd","s","8-Dec-11","17:00hr","8-Dec-11","nm822408","atlantic salmon","grower fish (salmon only)",33,5.2,"9-Dec-11","8,832","human error - hum","29-Jan-12",8299,0,"human error","fs0914","1-Jan-98","nm822408","argyll and bute","yes","port nan ladaig","lismore","lochlinnhe","pa34 5ul","07799 608411","fish","seawater","high",182200,740800,"15b - linnhe, firth of lorne, sound of mull and loch sunart","strathclyde","scottish sea farms ltd","atlantic salmon, wrasse, lumpsucker",NA,NA,NA,NA,NA,NA,NA,NA
"loch a'clachan",2000421,"hebridean smolts ltd","f","7-Apr-15",NA,"7-Apr-15",NA,"atlantic salmon","salmon fresh water stages",14,3.05018021201413,"25-May-15","unknown","no actual escape of fish - nes","5-Jun-15",0,0,"predator","fs0627","1-Jan-88","nf761293","western isles","yes","clachan hatchery","loch carnan, south uist","western isles","hs8 5pd","01870 610358","fish","freshwater","low",76100,829300,"not in a management area","western isles","hebridean smolts ltd","atlantic salmon",NA,NA,NA,NA,NA,NA,NA,NA
"loch a chairn bhain",2000300,"loch duart ltd","s","30-May-12","14:00","30-May-12",NA,"atlantic salmon","grower fish (salmon only)",27,2.4,"30-May-12","approx 2000","predator - prd","20-Jun-12",0,0,"predator","fs0621","9-Jan-91","nc198335","highland","yes","badcall salmon house","scourie, lairg","sutherland","iv27 4th","01971 502451","fish","seawater","low",219800,933500,"9c - badcall, chairn bhain, eddrachillis","highland","loch duart ltd","lumpsucker, wrasse, atlantic salmon",NA,NA,NA,NA,NA,NA,NA,NA
"loch a chairn bhain",2000088,"ardvar salmon ltd","s","13-May-04","10:00",NA,"nc204331","atlantic salmon","grower fish (salmon only)",12,2.2,"19-May-04","200","hole in net - hol","20-May-04",200,0,"hole in net","fs0621","9-Jan-91","nc198335","highland","yes","badcall salmon house","scourie, lairg","sutherland","iv27 4th","01971 502451","fish","seawater","low",219800,933500,"9c - badcall, chairn bhain, eddrachillis","highland","loch duart ltd","atlantic salmon, lumpsucker, wrasse",NA,NA,NA,NA,NA,NA,NA,NA
"loch alsh (sron)",2000269,"marine harvest (scotland) ltd","s","30-Sep-10","12:00","1-Oct-10","ng785255","atlantic salmon","grower fish (salmon only)",18,3,"1-Oct-10","100 or less","equipment wear and tear - eqw","26-Oct-10",100,0,"equipment wear and tear","fs0016","30-Aug-91","ng785255","highland","yes","railway pier","kyle","ross-shire","iv40 8at","01599 534640","fish","seawater","high",178500,825500,"14a - carron, kishorn, alsh, duich","highland","mowi scotland ltd","lumpsucker, atlantic salmon, wrasse",NA,NA,NA,NA,NA,NA,NA,NA
"loch alsh (sron)",2000364,"marine harvest (scotland) ltd","s","15-Jun-00",NA,NA,NA,"atlantic salmon","grower fish (salmon only)",14.636690647482,3.4,"15-Jun-00","5776","predator - prd","15-Jun-00",5776,0,"predator","fs0016","30-Aug-91","ng785255","highland","yes","railway pier","kyle","ross-shire","iv40 8at","01599 534640","fish","seawater","high",178500,825500,"14a - carron, kishorn, alsh, duich","highland","mowi scotland ltd","atlantic salmon, lumpsucker, wrasse",NA,NA,NA,NA,NA,NA,NA,NA
"loch alsh (sron)",2000463,"marine harvest (scotland) ltd","s","23-Nov-17","10:45",NA,"ng785255","atlantic salmon","grower fish (salmon only)",24,4.7,"23-Nov-17","unknown","equipment damage - eqd","21-Dec-17",1558,0,"human error","fs0016","30-Aug-91","ng785255","highland","yes","railway pier","kyle","ross-shire","iv40 8at","01599 534640","fish","seawater","high",178500,825500,"14a - carron, kishorn, alsh, duich","highland","mowi scotland ltd","wrasse, lumpsucker, atlantic salmon",NA,NA,NA,NA,NA,NA,NA,NA
"loch avich",2000199,"kames fish farming ltd","f","9-Jul-08",NA,"9-Jul-08","nm924146","atlantic salmon","salmon fresh water stages",7,30,"25-Jul-08","250-750","unknown - unk","1-Sep-08",1700,0,"unknown","fs0270","1-Apr-85","nm924146","argyll and bute","yes","narrachan, loch avich","taynuilt","argyll","pa35 1hj","01852 200286","fish","freshwater","low",192400,714600,"not in a management area","strathclyde","kames fish farming ltd","atlantic salmon",NA,NA,NA,NA,NA,NA,NA,NA
"loch ba",2000399,"hydro seafoods gsp","f","16-Nov-00",NA,NA,NA,"atlantic salmon","grower fish (salmon only)",14.636690647482,3.05018021201413,NA,"3000","human error - hum",NA,3000,0,"human error","fs0429","1-Jan-89","nm564379","argyll and bute","yes","gruline","aros","isle of mull","pa71 6hr","01631 574000","fish","freshwater","low",156400,737900,"not in a management area","strathclyde","scottish sea farms ltd","atlantic salmon",NA,NA,NA,NA,NA,NA,NA,NA
"loch bayhead",2000222,"hebridean smolts ltd","f","25-Mar-09",NA,"25-Mar-09","nf770303","atlantic salmon","grower fish (salmon only)",12,0.06,"26-Mar-09","unknown","no actual escape of fish - nes","29-Apr-09",0,0,"no actual escape of fish","fs0632","1-Jan-90","nf770303","western isles","no","7 bornish","south uist","n/a","hs8 5sa","01870 610358","fish","freshwater","low",77000,830300,"not in a management area","western isles","hebridean smolts ltd","atlantic salmon",NA,NA,NA,NA,NA,NA,NA,NA
"loch caravat",2000110,"north uist fisheries ltd","f","16-Jan-03",NA,NA,"nf854609","atlantic salmon","grower fish (salmon only)",13,0.03,"21-Feb-03","40,000","weather - wth","21-Feb-03",0,0,"weather","fs0733","1-Apr-93","nf850610","western isles","no","n/a",NA,NA,NA,NA,"fish","freshwater",NA,85000,861000,"not in a management area","western isles","the scottish salmon company","atlantic salmon",NA,NA,NA,NA,NA,NA,NA,NA
"loch creran (d)",2000099,"scottish sea farms ltd","s","22-Aug-03","15:40",NA,"nm932418","atlantic salmon","grower fish (salmon only)",18,3.05018021201413,"16-Sep-03","50","net failure (not including hole) - net","16-Sep-03",50,31,"net failure (not including hole)","fs1047","22-Oct-02","nm932418","argyll and bute","no","south shian","connel","oban, argyll","pa37 1sb","07799 608411","fish","seawater","medium",193200,741800,"15b - linnhe, firth of lorne, sound of mull and loch sunart","strathclyde","scottish sea farms ltd","lumpsucker, wrasse, atlantic salmon",NA,NA,NA,NA,NA,NA,NA,NA
"loch druim an iasgair",2000144,"hebridean smolts ltd","f","23-Jan-07",NA,"23-Jan-07","nf804435","atlantic salmon","salmon fresh water stages",12,0.04,"13-Feb-07","0","no actual escape of fish - nes","13-Feb-07",0,0,"no actual escape of fish","fs0726","18-Oct-91","nf804435","western isles","no","n/a",NA,NA,NA,NA,"fish","freshwater",NA,80400,843500,NA,"western isles","hebridean smolts ltd","atlantic salmon",NA,NA,NA,NA,NA,NA,NA,NA
"loch duich",2000208,"marine harvest (scotland) ltd","s","13-Oct-08",NA,"13-Oct-08","ng886236","atlantic salmon","grower fish (salmon only)",18,4.9,"13-Oct-08","7424","hole in net - hol","5-Nov-08",7424,0,"hole in net","fs0248","10-Apr-81","ng893231","highland","yes","letterfearn","glenshiel","kyle, ross-shire","iv40 8ht","01599 555349","fish","seawater","medium",189300,823100,"14a - carron, kishorn, alsh, duich","highland","mowi scotland ltd","atlantic salmon, lumpsucker, wrasse",NA,NA,NA,NA,NA,NA,NA,NA
"loch earn",2000518,"dawnfresh farming ltd","f","20-Jul-20","unknown","20-Jul-20","nn 619 242","rainbow trout","fish weighing more than 5 grams",20,3.05018021201413,"22-Jul-20","unknown","predator - prd","29-Jul-20",1601,0,"predator","fs0180","1-Sep-84","nn620240","perth and kinross","yes","ardveich bay","lochearnhead","perthshire","fk19 8pz","01567 830265","fish","freshwater","low",262000,724000,"not in a management area","tayside","dawnfresh farming ltd","rainbow trout",NA,NA,NA,NA,NA,NA,NA,NA
"loch earn",2000388,"drummond fish farms ltd.","f","1-Sep-99",NA,NA,NA,"rainbow trout","fish weighing more than 5 grams",14.636690647482,0.2,NA,"unknown","predator - prd",NA,0,0,"predator","fs0180","1-Sep-84","nn620240","perth and kinross","yes","ardveich bay","lochearnhead","perthshire","fk19 8pz","01567 830265","fish","freshwater","low",262000,724000,"not in a management area","tayside","dawnfresh farming ltd","rainbow trout",NA,NA,NA,NA,NA,NA,NA,NA
"loch earn",2000314,"dawnfresh farming ltd","f","8-May-13",NA,"10-May-13","nn620240","rainbow trout","fish weighing more than 5 grams",14.636690647482,3.05018021201413,"10-May-13","unknown","inappropriate equipment - eqi","4-Jun-13",7172,0,"inappropriate equipment","fs0180","1-Sep-84","nn620240","perth and kinross","yes","ardveich bay","lochearnhead","perthshire","fk19 8pz","01567 830265","fish","freshwater","low",262000,724000,"not in a management area","tayside","dawnfresh farming ltd","rainbow trout",NA,NA,NA,NA,NA,NA,NA,NA
"loch earn",2000407,"dawnfresh farming ltd","f","15-May-14",NA,NA,"nn620240","rainbow trout","fish weighing more than 5 grams",20,3.9,"16-May-14","unknown","vandalism - van","12-Jun-14",4,0,"vandalism","fs0180","1-Sep-84","nn620240","perth and kinross","yes","ardveich bay","lochearnhead","perthshire","fk19 8pz","01567 830265","fish","freshwater","low",262000,724000,"not in a management area","tayside","dawnfresh farming ltd","rainbow trout",NA,NA,NA,NA,NA,NA,NA,NA
"loch earn",2000288,"dawnfresh farming ltd","f","17-Aug-11","12:00","18-Aug-11",NA,"rainbow trout","fish weighing more than 5 grams",12,0.39,"18-Aug-11","unknown","vandalism - van","9-Sep-11",0,0,"vandalism","fs0180","1-Sep-84","nn620240","perth and kinross","yes","ardveich bay","lochearnhead","perthshire","fk19 8pz","01567 830265","fish","freshwater","low",262000,724000,"not in a management area","tayside","dawnfresh farming ltd","rainbow trout",NA,NA,NA,NA,NA,NA,NA,NA
